label,video_name,frame_id,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
Alapadmam,2.Alapadmam.mp4,10,0.0,0.0,0.0,-0.08710655906972924,-0.4321009470947099,-0.12156736437361963,-0.08998384691386323,-0.8759840454885653,-0.20174914496181257,-0.12956414497190452,-1.2622355468178896,-0.2705788986456804,-0.1980003472209454,-1.5134097823155002,-0.3553568375636762,0.38549922705804446,-1.083372048553432,-0.14309093977980156,0.5196071555356818,-1.49544737245907,-0.19348110542421135,0.6212564720807365,-1.7446438830018665,-0.24645651759734763,0.6922500550481043,-1.92280095878617,-0.28957203565837175,0.5225796650023067,-0.8413750900934017,-0.13783487039351489,0.7667264978528856,-1.0614837403253876,-0.12658127532339924,0.9152239145194007,-1.1857521793243035,-0.14058281162483194,1.0421822470856767,-1.3031450777465394,-0.16421397164617987,0.5601950203184052,-0.5285862496397531,-0.1457374588427049,0.8260303367114071,-0.5501206430196725,-0.17272913885212696,1.0214115029738124,-0.5958228001670179,-0.26253610163443286,1.2044021315116011,-0.6505187099194342,-0.3472785669800105,0.5053344662827658,-0.2228101533321371,-0.16106412363446646,0.53645270488398,-0.11828261079888441,-0.23632561711876185,0.46890914671178757,-0.06050607047647315,-0.28240291462367934,0.41430494054162254,0.011539875594630279,-0.31865300647371314
Alapadmam,2.Alapadmam.mp4,11,0.0,0.0,0.0,-0.07350072270021869,-0.47847266418117806,-0.12481880613271046,-0.05183790666001309,-0.9473009231153687,-0.2134259615043103,-0.07823243881415012,-1.3500503282823386,-0.28949982488136966,-0.12998282168797046,-1.6177167069283853,-0.3840505428099335,0.4358889474110916,-1.0952919181210568,-0.16903353297914187,0.5999238301408403,-1.5111063161113494,-0.22343334665655468,0.7170592957263034,-1.7686516613884182,-0.2813402686911889,0.8051805644653847,-1.9576467478212798,-0.3293468493861352,0.5673096775074906,-0.8068431460626305,-0.1648146457633656,0.8436332572846074,-0.9845055687153939,-0.16016227508466027,1.0192709054082625,-1.0701738259517373,-0.1851338050323191,1.1726276393288515,-1.1449612347217577,-0.21887749595010564,0.5918200410457409,-0.4676950172455423,-0.17147904508835157,0.887655870037579,-0.5165955071319837,-0.2056591821924366,1.1031937482398348,-0.5908216032703827,-0.30745198421039205,1.3079986672506045,-0.6487534615600393,-0.4018589483321554,0.5291601700463638,-0.1390603591970193,-0.18403889357725722,0.5750732472023814,-0.07483641715241623,-0.25648743284850134,0.5213333955862675,-0.07295903811091681,-0.3027916820743343,0.4802226461178098,-0.0449230337635382,-0.3422682427111657
Alapadmam,2.Alapadmam.mp4,12,0.0,0.0,0.0,-0.058953871624761726,-0.498629779809664,-0.11436552423484711,-0.02181509141877324,-0.9784738922342159,-0.19770436224597945,-0.042168287197988735,-1.3826882935858,-0.27384840652573056,-0.08594959426831597,-1.6627794535867297,-0.36781295029872985,0.49297161657041416,-1.08653748520485,-0.14426941652524755,0.6725046349745092,-1.478796109242629,-0.19608883648712805,0.7925689827091812,-1.7069796934792225,-0.2484152808201294,0.87548401266381,-1.8697041247034258,-0.2886174269713292,0.619992305265047,-0.7701396278272328,-0.14998164908502715,0.9192116038078596,-0.8722324000260008,-0.13743616920854818,1.122109508058739,-0.9193625995336401,-0.15164448148349824,1.2991222471658057,-0.9572630407325663,-0.1737665921902334,0.6343195507691116,-0.4190975681405227,-0.16988009071564203,0.9276133915112925,-0.4748092081385237,-0.20430567048985482,1.1441890668848793,-0.5609073564996077,-0.3088859045103567,1.3472954094908365,-0.6178223360518293,-0.4009137192763443,0.5581244088932212,-0.08260198690101053,-0.19564547127146084,0.5813805778174438,-0.0025547191732066075,-0.27151957053294173,0.5242114114179082,-0.009159979007352463,-0.3239772205136212,0.48299895929086056,0.013472673949646918,-0.3645862680190497
Alapadmam,2.Alapadmam.mp4,13,0.0,0.0,0.0,-0.0538882645607213,-0.5241500527907637,-0.15622166527603212,-0.011416007072665981,-1.0440888390433316,-0.26384616576022696,-0.012896588483427847,-1.4733851388820682,-0.3540356117208229,-0.0506413823592435,-1.7570349099213871,-0.46129157915388985,0.5148973309824668,-1.0819920619050225,-0.21684501832613032,0.7112265431185311,-1.4722756148329617,-0.28668892858264355,0.8518622340916638,-1.6951565348205573,-0.34523749380970126,0.9521287602494373,-1.8356879961977197,-0.38979505979564033,0.644742131884767,-0.7380820802423167,-0.19885277518269637,0.9568310784716493,-0.7849588198820981,-0.21874733873958793,1.1711479737063237,-0.7890440988961644,-0.24057083382865835,1.3640256227718226,-0.7887671087448727,-0.263756984312175,0.6612815447473661,-0.3865411892846161,-0.19363186586290781,0.947629168591388,-0.3890064798033099,-0.243294385743118,1.1510545921951183,-0.4620039379152845,-0.338941537636848,1.3482098238792493,-0.49169269603154003,-0.4205181663649087,0.5885131311725368,-0.06425155271408459,-0.1974137878950765,0.6058449495385021,-0.047160504714811306,-0.2847007164677564,0.5500659601068747,-0.1129257317363784,-0.3382210505547017,0.5192494377622177,-0.11249682694895953,-0.3750946152951979
Alapadmam,2.Alapadmam.mp4,14,0.0,0.0,0.0,-0.023644775663498714,-0.541900508031058,-0.10946671416699211,0.03739628590820028,-1.0630752069007021,-0.19800786754009797,0.03583315332909372,-1.5290997908267525,-0.2820348286569677,-0.002143065256777784,-1.8519268832325266,-0.38666566060631774,0.5787060906836373,-1.0721564826441776,-0.15349612869604518,0.7911279050978021,-1.4686603429662604,-0.2085195844405003,0.941310326235104,-1.6977552918022907,-0.26479073121082125,1.0474889217083365,-1.8482471222697923,-0.31406469158628714,0.700908788349021,-0.6926569869853312,-0.1701563069519027,1.0229157781766027,-0.7681078229554035,-0.1754454999911649,1.2389828037774804,-0.7815917472829842,-0.2029360364015815,1.4233443252015554,-0.7806411388706702,-0.2383774798965622,0.6950778492266374,-0.3173932658911834,-0.19915080770151872,1.0230978988583026,-0.3067835472222587,-0.25380841348976285,1.2351476387614675,-0.34167910075916014,-0.3668129676470322,1.4285900162961107,-0.3495077722748144,-0.46560312149361205,0.5913630584288755,0.016791191146408115,-0.231820435967186,0.6359826254453591,0.1012563014724485,-0.3360407620251236,0.6001924145504294,0.09895055852533506,-0.404141587748956,0.5710981460771402,0.1226707282344835,-0.45410262707104987
Alapadmam,2.Alapadmam.mp4,15,0.0,0.0,0.0,-0.014676731687953883,-0.5424455877453337,-0.0851167895021109,0.08110910710331236,-1.0569496166064376,-0.14425426925632803,0.0880947786978958,-1.5321585028300042,-0.2015862169483709,0.04933646419060388,-1.859121645530217,-0.27920076177904435,0.6304868104732916,-1.0078721941862179,-0.09546078156225575,0.8476991133474063,-1.3929115716238474,-0.14076812795527874,0.9827263978695092,-1.6177575733287939,-0.19183547176640836,1.0738983898506258,-1.7722995258021617,-0.2342118267678166,0.7439355490868387,-0.658407510716598,-0.11427794466491352,1.0595642754335113,-0.7722356510961261,-0.09730689460362471,1.2498080468351098,-0.8368309158058512,-0.11454531051286167,1.4054247830630735,-0.8772242377006416,-0.14224160419529017,0.7291741144043248,-0.29820076810830354,-0.14644608256022695,1.0551808602308574,-0.19194938810735762,-0.181220290948619,1.289040331676352,-0.16525371020799887,-0.29025672232309835,1.49873732260055,-0.13264488948044453,-0.3891037076066047,0.6132823779410318,0.004355227850054822,-0.18131544088073567,0.6180398393126728,0.15096638679619842,-0.27076009427749675,0.5579480679276727,0.1675712743386798,-0.33374843324974973,0.5121461568162069,0.19867883666681713,-0.3820001071755856
Alapadmam,2.Alapadmam.mp4,16,0.0,0.0,0.0,0.0042880715663471585,-0.5593894331212472,-0.0803720426354493,0.11434972549067755,-1.0884652775565309,-0.1396067830860209,0.13502867021229364,-1.5647475122472632,-0.20035937073342744,0.11684520483213916,-1.9088557647449884,-0.2792185634574267,0.686129125825192,-0.9867018042451857,-0.08359093633078132,0.916775608631106,-1.327636136031562,-0.1157851578793401,1.055779588650632,-1.5163972764597917,-0.15414558535773082,1.150789564942745,-1.6550705199064608,-0.1884985640619183,0.7886623525602346,-0.6049948429510243,-0.10951225345513362,1.1187938212875281,-0.618115306594776,-0.08133897976589925,1.3314804453962412,-0.6089225554514676,-0.08596101438417028,1.5048896569035033,-0.5886340236843327,-0.10501253744437831,0.7561043567311606,-0.24109085617972165,-0.15089460661986917,1.0791911364565976,-0.16435134336627538,-0.17896696970475495,1.3052150723620486,-0.16587100601929883,-0.28251775064574514,1.508751222089375,-0.15598025690875192,-0.3769911427980248,0.6243952751207829,0.07038822022651021,-0.1961024495192955,0.6365980166741109,0.24377614955430152,-0.2735706972314793,0.5994534235720584,0.25131809380352316,-0.33666152054973103,0.5786843171847114,0.25996009665376957,-0.3874672956425289
Alapadmam,2.Alapadmam.mp4,17,0.0,0.0,0.0,0.026223090853302506,-0.6004958094902904,-0.08468512859651636,0.15317569481917415,-1.1507224463601513,-0.15641208227901185,0.182016928657357,-1.6327640536002475,-0.2306359631513816,0.16232870614810122,-1.9824817419752352,-0.3202746926898453,0.7343461166479046,-0.9684144816075331,-0.10349361325411403,0.9801800220271171,-1.2971879125078296,-0.13443266148973276,1.1357354170607394,-1.464260507008684,-0.17077595085287864,1.2547715437673967,-1.5812369254716214,-0.20583244886628344,0.8272288829768752,-0.5469513727927363,-0.128594599299397,1.1676826117449963,-0.4003985958164797,-0.11608342661976506,1.415253574184147,-0.2618860972404672,-0.13148921734139626,1.6284819819143905,-0.14381526487210175,-0.156001880198807,0.7835885375617033,-0.18536871897678847,-0.1662922037104011,1.0841449110210133,-0.1437086008818589,-0.20054432670874403,1.3019610522041671,-0.18643269966616371,-0.30513586664531683,1.4978117981002212,-0.1864507232213017,-0.39576136736082745,0.6440117628281986,0.10500641410637827,-0.2082157870319225,0.6685483216695728,0.2005126418463355,-0.28280970478734047,0.6349642336170462,0.12323768333062729,-0.3422520913691985,0.6195452299305572,0.08178587025819413,-0.38888445773782004
Alapadmam,2.Alapadmam.mp4,18,0.0,0.0,0.0,0.04060189836887649,-0.6299125008022697,-0.07479599457877427,0.18633196054209408,-1.1641721898982154,-0.13905160661311713,0.21834547848806377,-1.639520329047911,-0.20747925776841236,0.1918087026596257,-1.9924117112433448,-0.29604728697720517,0.7714807255686796,-0.9243042513207109,-0.08647947883073351,1.0302005079575962,-1.2105027549784564,-0.12187459553657953,1.1967211246001501,-1.3619462390373733,-0.1627442600289904,1.3179529059163035,-1.4664047084293788,-0.20250517143047805,0.8588197177022229,-0.49644882572904464,-0.12636160776963473,1.226761746521551,-0.3946965438749548,-0.11228858371286353,1.4765178793951574,-0.3033144391890326,-0.12988656948602662,1.6782478838005639,-0.2229588091156047,-0.15732868969929495,0.8030766276842849,-0.11354007382105401,-0.18106213072323135,1.1438067966780074,0.04017519723836728,-0.22226354341053225,1.38900087697404,0.06572983672238604,-0.3377038501035172,1.6016991484757617,0.10584220680043299,-0.4391826490244482,0.6402754405279497,0.203640381245931,-0.23849647246126296,0.645689047508885,0.3632373832259292,-0.32540185324660287,0.6093127376359652,0.2753834547587801,-0.39472954582022535,0.5901723200538658,0.19181778795976978,-0.4508403210147681
Alapadmam,2.Alapadmam.mp4,19,0.0,0.0,0.0,0.0546778923296515,-0.6441318633763592,-0.07730737185034962,0.2213057294215662,-1.1717340549277062,-0.12943651679924048,0.2681642184273717,-1.6513342580658992,-0.18159658178908306,0.24736892175907058,-2.00094810108548,-0.2537619580355046,0.8069674521901542,-0.8956450752631048,-0.07168028746029485,1.068151310978515,-1.1834526559523213,-0.108910473657884,1.2327159154584795,-1.3478329636593271,-0.15513450749494995,1.3497574166633155,-1.458780894187956,-0.19598412395827777,0.8866323582918972,-0.4501902259660157,-0.10588588987403566,1.2548089287819675,-0.3495444532156001,-0.08119905961677187,1.498353135473899,-0.2695367360180424,-0.09440924799245927,1.6915840048462165,-0.19456996526841042,-0.12025467212776211,0.8232947457461529,-0.06379564891238994,-0.15746711299703922,1.169337241973682,0.18714302812946668,-0.19336432066227463,1.4169811765338516,0.29309680258257914,-0.3101430040057592,1.6345748697442846,0.39178374572886926,-0.4139521799357164,0.65454988302911,0.24065020624332759,-0.21189255216943131,0.6629696036479477,0.4505842836601833,-0.3042376690879436,0.6053356420083333,0.40329831526563215,-0.37391199513794987,0.562313326936379,0.3517152718539062,-0.42902353395475107
Alapadmam,2.Alapadmam.mp4,20,0.0,0.0,0.0,0.06833195229283952,-0.6352088446294991,-0.08387008690791672,0.24893089985262137,-1.164635887613735,-0.12718543400257962,0.3115551906187434,-1.650021336929373,-0.168641133507826,0.2901928962747454,-1.991658540363655,-0.22723035667280386,0.8269840961172277,-0.8467273318601948,-0.04875197891504126,1.0847814216288545,-1.0969707570846403,-0.06892765689107043,1.2509995451244595,-1.2235129856374312,-0.10303046355433797,1.368211068565657,-1.3076525173900992,-0.13732000890895618,0.9056514657760556,-0.41730659491873057,-0.07517066166408606,1.2648072992371648,-0.3416837593683631,-0.03688702262990418,1.4949651186192154,-0.2749491075767778,-0.03040141654424751,1.6659949818860267,-0.21193413093084176,-0.03964183204120023,0.8394681258361653,-0.02748079999002848,-0.1227378424288312,1.173297531157195,0.2216152054432514,-0.14839665154072937,1.4173760547875565,0.3299718222194429,-0.25039345374537936,1.627330518610774,0.442700537162529,-0.3413332516031661,0.6718162075596869,0.27931096663789523,-0.17558910671308264,0.6762916567005208,0.47416882890869344,-0.2600990461165451,0.6265091244114298,0.44351454607182206,-0.325482615903614,0.5901682982035066,0.43307481781572776,-0.3758981529098301
Alapadmam,2.Alapadmam.mp4,21,0.0,0.0,0.0,0.07144290722713795,-0.6237304593508823,-0.05899327389502858,0.2682170019250802,-1.1308234939024373,-0.08938826277590746,0.33593394233335266,-1.6100275045103194,-0.1265840485670628,0.3201346021517645,-1.9637658468056025,-0.17954731329399454,0.8273685137801581,-0.8073276702351775,0.008747364439153993,1.0622990288198901,-1.0429569739534403,0.008314474247274299,1.2061625078006044,-1.1590519980210572,-0.0148042032459842,1.3122974745639566,-1.2453855003359413,-0.045017450353829806,0.9177984848288173,-0.39550191939000057,-0.034988183787568086,1.2598899227329203,-0.33957292035562303,0.028899782933811465,1.464771884972331,-0.27632726805469005,0.058652497370712445,1.6094221008634277,-0.2314954170094815,0.06435628000628067,0.8638436837406959,-0.015929183752976455,-0.10340323327439781,1.1979775656268588,0.1973100991946092,-0.11753650413884568,1.4277667869384176,0.3252658218097437,-0.20096828446730783,1.625895604218628,0.4392361765017001,-0.27984911357978426,0.7104319050866587,0.2961466419612805,-0.17790478012299193,0.7127969129940884,0.4938344388352236,-0.2629522794058597,0.6537177682006597,0.4739021713801108,-0.32324522972824815,0.6056414269295047,0.4507151797229815,-0.3693452143238202
